# This file is automatically generated by the curve_fit function
param n := 252 ;
param m := 201 ;
param X := 
1 101 0.000000e+00
1 102 0.000000e+00
1 103 0.000000e+00
1 104 0.000000e+00
1 105 0.000000e+00
1 106 0.000000e+00
1 107 0.000000e+00
1 108 0.000000e+00
1 109 0.000000e+00
1 110 0.000000e+00
1 111 0.000000e+00
1 112 0.000000e+00
1 113 0.000000e+00
1 114 0.000000e+00
1 115 0.000000e+00
1 116 0.000000e+00
1 117 0.000000e+00
1 118 0.000000e+00
1 119 0.000000e+00
1 120 0.000000e+00
1 121 0.000000e+00
1 122 0.000000e+00
1 123 0.000000e+00
1 124 0.000000e+00
1 125 0.000000e+00
1 126 0.000000e+00
1 127 0.000000e+00
1 128 0.000000e+00
1 129 0.000000e+00
1 130 0.000000e+00
1 131 0.000000e+00
1 132 0.000000e+00
1 133 0.000000e+00
1 134 0.000000e+00
1 135 0.000000e+00
1 136 0.000000e+00
1 137 0.000000e+00
1 138 0.000000e+00
1 139 0.000000e+00
1 140 0.000000e+00
1 141 0.000000e+00
1 142 0.000000e+00
1 143 0.000000e+00
1 144 0.000000e+00
1 145 0.000000e+00
1 146 0.000000e+00
1 147 0.000000e+00
1 148 0.000000e+00
1 149 0.000000e+00
1 150 0.000000e+00
1 151 0.000000e+00
1 152 0.000000e+00
1 153 0.000000e+00
1 154 0.000000e+00
1 155 0.000000e+00
1 156 0.000000e+00
1 157 0.000000e+00
1 158 0.000000e+00
1 159 0.000000e+00
1 160 0.000000e+00
1 161 0.000000e+00
1 162 0.000000e+00
1 163 0.000000e+00
1 164 0.000000e+00
1 165 0.000000e+00
1 166 0.000000e+00
1 167 0.000000e+00
1 168 0.000000e+00
1 169 0.000000e+00
1 170 0.000000e+00
1 171 0.000000e+00
1 172 0.000000e+00
1 173 0.000000e+00
1 174 0.000000e+00
1 175 0.000000e+00
1 176 0.000000e+00
1 177 0.000000e+00
1 178 0.000000e+00
1 179 0.000000e+00
1 180 0.000000e+00
1 181 0.000000e+00
1 182 0.000000e+00
1 183 0.000000e+00
1 184 0.000000e+00
1 185 0.000000e+00
1 186 0.000000e+00
1 187 0.000000e+00
1 188 0.000000e+00
1 189 0.000000e+00
1 190 0.000000e+00
1 191 0.000000e+00
1 192 0.000000e+00
1 193 0.000000e+00
1 194 0.000000e+00
1 195 0.000000e+00
1 196 0.000000e+00
1 197 0.000000e+00
1 198 0.000000e+00
1 199 0.000000e+00
1 200 0.000000e+00
1 201 0.000000e+00
2 1 1.000000e+00
2 2 1.000000e+00
2 3 1.000000e+00
2 4 1.000000e+00
2 5 1.000000e+00
2 6 1.000000e+00
2 7 1.000000e+00
2 8 1.000000e+00
2 9 1.000000e+00
2 10 1.000000e+00
2 11 1.000000e+00
2 12 1.000000e+00
2 13 1.000000e+00
2 14 1.000000e+00
2 15 1.000000e+00
2 16 1.000000e+00
2 17 1.000000e+00
2 18 1.000000e+00
2 19 1.000000e+00
2 20 1.000000e+00
2 21 1.000000e+00
2 22 1.000000e+00
2 23 1.000000e+00
2 24 1.000000e+00
2 25 1.000000e+00
2 26 1.000000e+00
2 27 1.000000e+00
2 28 1.000000e+00
2 29 1.000000e+00
2 30 1.000000e+00
2 31 1.000000e+00
2 32 1.000000e+00
2 33 1.000000e+00
2 34 1.000000e+00
2 35 1.000000e+00
2 36 1.000000e+00
2 37 1.000000e+00
2 38 1.000000e+00
2 39 1.000000e+00
2 40 1.000000e+00
2 41 1.000000e+00
2 42 1.000000e+00
2 43 1.000000e+00
2 44 1.000000e+00
2 45 1.000000e+00
2 46 1.000000e+00
2 47 1.000000e+00
2 48 1.000000e+00
2 49 1.000000e+00
2 50 1.000000e+00
2 51 1.000000e+00
2 52 1.000000e+00
2 53 1.000000e+00
2 54 1.000000e+00
2 55 1.000000e+00
2 56 1.000000e+00
2 57 1.000000e+00
2 58 1.000000e+00
2 59 1.000000e+00
2 60 1.000000e+00
2 61 1.000000e+00
2 62 1.000000e+00
2 63 1.000000e+00
2 64 1.000000e+00
2 65 1.000000e+00
2 66 1.000000e+00
2 67 1.000000e+00
2 68 1.000000e+00
2 69 1.000000e+00
2 70 1.000000e+00
2 71 1.000000e+00
2 72 1.000000e+00
2 73 1.000000e+00
2 74 1.000000e+00
2 75 1.000000e+00
2 76 1.000000e+00
2 77 1.000000e+00
2 78 1.000000e+00
2 79 1.000000e+00
2 80 1.000000e+00
2 81 1.000000e+00
2 82 1.000000e+00
2 83 1.000000e+00
2 84 1.000000e+00
2 85 1.000000e+00
2 86 1.000000e+00
2 87 1.000000e+00
2 88 1.000000e+00
2 89 1.000000e+00
2 90 1.000000e+00
2 91 1.000000e+00
2 92 1.000000e+00
2 93 1.000000e+00
2 94 1.000000e+00
2 95 1.000000e+00
2 96 1.000000e+00
2 97 1.000000e+00
2 98 1.000000e+00
2 99 1.000000e+00
2 100 1.000000e+00
2 101 1.000000e+00
2 102 1.000000e+00
2 103 1.000000e+00
2 104 1.000000e+00
2 105 1.000000e+00
2 106 1.000000e+00
2 107 1.000000e+00
2 108 1.000000e+00
2 109 1.000000e+00
2 110 1.000000e+00
2 111 1.000000e+00
2 112 1.000000e+00
2 113 1.000000e+00
2 114 1.000000e+00
2 115 1.000000e+00
2 116 1.000000e+00
2 117 1.000000e+00
2 118 1.000000e+00
2 119 1.000000e+00
2 120 1.000000e+00
2 121 1.000000e+00
2 122 1.000000e+00
2 123 1.000000e+00
2 124 1.000000e+00
2 125 1.000000e+00
2 126 1.000000e+00
2 127 1.000000e+00
2 128 1.000000e+00
2 129 1.000000e+00
2 130 1.000000e+00
2 131 1.000000e+00
2 132 1.000000e+00
2 133 1.000000e+00
2 134 1.000000e+00
2 135 1.000000e+00
2 136 1.000000e+00
2 137 1.000000e+00
2 138 1.000000e+00
2 139 1.000000e+00
2 140 1.000000e+00
2 141 1.000000e+00
2 142 1.000000e+00
2 143 1.000000e+00
2 144 1.000000e+00
2 145 1.000000e+00
2 146 1.000000e+00
2 147 1.000000e+00
2 148 1.000000e+00
2 149 1.000000e+00
2 150 1.000000e+00
2 151 1.000000e+00
2 152 1.000000e+00
2 153 1.000000e+00
2 154 1.000000e+00
2 155 1.000000e+00
2 156 1.000000e+00
2 157 1.000000e+00
2 158 1.000000e+00
2 159 1.000000e+00
2 160 1.000000e+00
2 161 1.000000e+00
2 162 1.000000e+00
2 163 1.000000e+00
2 164 1.000000e+00
2 165 1.000000e+00
2 166 1.000000e+00
2 167 1.000000e+00
2 168 1.000000e+00
2 169 1.000000e+00
2 170 1.000000e+00
2 171 1.000000e+00
2 172 1.000000e+00
2 173 1.000000e+00
2 174 1.000000e+00
2 175 1.000000e+00
2 176 1.000000e+00
2 177 1.000000e+00
2 178 1.000000e+00
2 179 1.000000e+00
2 180 1.000000e+00
2 181 1.000000e+00
2 182 1.000000e+00
2 183 1.000000e+00
2 184 1.000000e+00
2 185 1.000000e+00
2 186 1.000000e+00
2 187 1.000000e+00
2 188 1.000000e+00
2 189 1.000000e+00
2 190 1.000000e+00
2 191 1.000000e+00
2 192 1.000000e+00
2 193 1.000000e+00
2 194 1.000000e+00
2 195 1.000000e+00
2 196 1.000000e+00
2 197 1.000000e+00
2 198 1.000000e+00
2 199 1.000000e+00
2 200 1.000000e+00
2 201 1.000000e+00
3 1 1.000000e+00
3 2 2.000000e+00
3 3 4.000000e+00
3 4 8.000000e+00
3 5 1.600000e+01
3 6 3.200000e+01
3 7 6.400000e+01
3 8 1.280000e+02
3 9 2.560000e+02
3 10 5.120000e+02
3 11 1.024000e+03
3 12 2.048000e+03
3 13 4.096000e+03
3 14 8.192000e+03
3 15 1.638400e+04
3 16 3.276800e+04
3 17 6.553600e+04
3 18 1.310720e+05
3 19 2.621440e+05
3 20 5.242880e+05
3 21 1.048576e+06
3 22 2.097152e+06
3 23 4.194304e+06
3 24 8.388608e+06
3 25 1.677722e+07
3 26 3.355443e+07
3 27 6.710886e+07
3 28 1.342177e+08
3 29 2.684355e+08
3 30 5.368709e+08
3 31 1.073742e+09
3 32 2.147484e+09
3 33 4.294967e+09
3 34 8.589935e+09
3 35 1.717987e+10
3 36 3.435974e+10
3 37 6.871948e+10
3 38 1.374390e+11
3 39 2.748779e+11
3 40 5.497558e+11
3 41 1.099512e+12
3 42 2.199023e+12
3 43 4.398047e+12
3 44 8.796093e+12
3 45 1.759219e+13
3 46 3.518437e+13
3 47 7.036874e+13
3 48 1.407375e+14
3 49 2.814750e+14
3 50 5.629500e+14
3 51 1.125900e+15
3 52 2.251800e+15
3 53 4.503600e+15
3 54 9.007199e+15
3 55 1.801440e+16
3 56 3.602880e+16
3 57 7.205759e+16
3 58 1.441152e+17
3 59 2.882304e+17
3 60 5.764608e+17
3 61 1.152922e+18
3 62 2.305843e+18
3 63 4.611686e+18
3 64 -9.223372e+18
3 65 0.000000e+00
3 66 0.000000e+00
3 67 0.000000e+00
3 68 0.000000e+00
3 69 0.000000e+00
3 70 0.000000e+00
3 71 0.000000e+00
3 72 0.000000e+00
3 73 0.000000e+00
3 74 0.000000e+00
3 75 0.000000e+00
3 76 0.000000e+00
3 77 0.000000e+00
3 78 0.000000e+00
3 79 0.000000e+00
3 80 0.000000e+00
3 81 0.000000e+00
3 82 0.000000e+00
3 83 0.000000e+00
3 84 0.000000e+00
3 85 0.000000e+00
3 86 0.000000e+00
3 87 0.000000e+00
3 88 0.000000e+00
3 89 0.000000e+00
3 90 0.000000e+00
3 91 0.000000e+00
3 92 0.000000e+00
3 93 0.000000e+00
3 94 0.000000e+00
3 95 0.000000e+00
3 96 0.000000e+00
3 97 0.000000e+00
3 98 0.000000e+00
3 99 0.000000e+00
3 100 0.000000e+00
3 101 0.000000e+00
3 102 0.000000e+00
3 103 0.000000e+00
3 104 0.000000e+00
3 105 0.000000e+00
3 106 0.000000e+00
3 107 0.000000e+00
3 108 0.000000e+00
3 109 0.000000e+00
3 110 0.000000e+00
3 111 0.000000e+00
3 112 0.000000e+00
3 113 0.000000e+00
3 114 0.000000e+00
3 115 0.000000e+00
3 116 0.000000e+00
3 117 0.000000e+00
3 118 0.000000e+00
3 119 0.000000e+00
3 120 0.000000e+00
3 121 0.000000e+00
3 122 0.000000e+00
3 123 0.000000e+00
3 124 0.000000e+00
3 125 0.000000e+00
3 126 0.000000e+00
3 127 0.000000e+00
3 128 0.000000e+00
3 129 0.000000e+00
3 130 0.000000e+00
3 131 0.000000e+00
3 132 0.000000e+00
3 133 0.000000e+00
3 134 0.000000e+00
3 135 0.000000e+00
3 136 0.000000e+00
3 137 0.000000e+00
3 138 0.000000e+00
3 139 0.000000e+00
3 140 0.000000e+00
3 141 0.000000e+00
3 142 0.000000e+00
3 143 0.000000e+00
3 144 0.000000e+00
3 145 0.000000e+00
3 146 0.000000e+00
3 147 0.000000e+00
3 148 0.000000e+00
3 149 0.000000e+00
3 150 0.000000e+00
3 151 0.000000e+00
3 152 0.000000e+00
3 153 0.000000e+00
3 154 0.000000e+00
3 155 0.000000e+00
3 156 0.000000e+00
3 157 0.000000e+00
3 158 0.000000e+00
3 159 0.000000e+00
3 160 0.000000e+00
3 161 0.000000e+00
3 162 0.000000e+00
3 163 0.000000e+00
3 164 0.000000e+00
3 165 0.000000e+00
3 166 0.000000e+00
3 167 0.000000e+00
3 168 0.000000e+00
3 169 0.000000e+00
3 170 0.000000e+00
3 171 0.000000e+00
3 172 0.000000e+00
3 173 0.000000e+00
3 174 0.000000e+00
3 175 0.000000e+00
3 176 0.000000e+00
3 177 0.000000e+00
3 178 0.000000e+00
3 179 0.000000e+00
3 180 0.000000e+00
3 181 0.000000e+00
3 182 0.000000e+00
3 183 0.000000e+00
3 184 0.000000e+00
3 185 0.000000e+00
3 186 0.000000e+00
3 187 0.000000e+00
3 188 0.000000e+00
3 189 0.000000e+00
3 190 0.000000e+00
3 191 0.000000e+00
3 192 0.000000e+00
3 193 0.000000e+00
3 194 0.000000e+00
3 195 0.000000e+00
3 196 0.000000e+00
3 197 0.000000e+00
3 198 0.000000e+00
3 199 0.000000e+00
3 200 0.000000e+00
3 201 0.000000e+00
4 1 1.000000e+00
4 2 3.000000e+00
4 3 9.000000e+00
4 4 2.700000e+01
4 5 8.100000e+01
4 6 2.430000e+02
4 7 7.290000e+02
4 8 2.187000e+03
4 9 6.561000e+03
4 10 1.968300e+04
4 11 5.904900e+04
4 12 1.771470e+05
4 13 5.314410e+05
4 14 1.594323e+06
4 15 4.782969e+06
4 16 1.434891e+07
4 17 4.304672e+07
4 18 1.291402e+08
4 19 3.874205e+08
4 20 1.162261e+09
4 21 3.486784e+09
4 22 1.046035e+10
4 23 3.138106e+10
4 24 9.414318e+10
4 25 2.824295e+11
4 26 8.472886e+11
4 27 2.541866e+12
4 28 7.625597e+12
4 29 2.287679e+13
4 30 6.863038e+13
4 31 2.058911e+14
4 32 6.176734e+14
4 33 1.853020e+15
4 34 5.559061e+15
4 35 1.667718e+16
4 36 5.003155e+16
4 37 1.500946e+17
4 38 4.502839e+17
4 39 1.350852e+18
4 40 4.052555e+18
4 41 -6.289079e+18
4 42 -4.204918e+17
4 43 -1.261475e+18
4 44 -3.784426e+18
4 45 7.093466e+18
4 46 2.833655e+18
4 47 8.500964e+18
4 48 7.056149e+18
4 49 2.721702e+18
4 50 8.165106e+18
4 51 6.048575e+18
4 52 -3.010182e+17
4 53 -9.030545e+17
4 54 -2.709164e+18
4 55 -8.127491e+18
4 56 -5.935728e+18
4 57 6.395586e+17
4 58 1.918676e+18
4 59 5.756027e+18
4 60 -1.178662e+18
4 61 -3.535985e+18
4 62 7.838788e+18
4 63 5.069619e+18
4 64 -3.237886e+18
4 65 8.733086e+18
4 66 7.752514e+18
4 67 4.810799e+18
4 68 -4.014348e+18
4 69 6.403700e+18
4 70 7.643567e+17
4 71 2.293070e+18
4 72 6.879210e+18
4 73 2.190886e+18
4 74 6.572658e+18
4 75 1.271230e+18
4 76 3.813690e+18
4 77 -7.005675e+18
4 78 -2.570280e+18
4 79 -7.710840e+18
4 80 -4.685775e+18
4 81 4.389419e+18
4 82 -5.278487e+18
4 83 2.611284e+18
4 84 7.833853e+18
4 85 5.054815e+18
4 86 -3.282300e+18
4 87 8.599844e+18
4 88 7.352788e+18
4 89 3.611619e+18
4 90 -7.611888e+18
4 91 -4.388919e+18
4 92 5.279986e+18
4 93 -2.606785e+18
4 94 -7.820355e+18
4 95 -5.014321e+18
4 96 3.403781e+18
4 97 -8.235400e+18
4 98 -6.259456e+18
4 99 -3.316248e+17
4 100 -9.948743e+17
4 101 -2.984623e+18
4 102 -8.953869e+18
4 103 -8.414862e+18
4 104 -6.797841e+18
4 105 -1.946778e+18
4 106 -5.840333e+18
4 107 9.257463e+17
4 108 2.777239e+18
4 109 8.331717e+18
4 110 6.548406e+18
4 111 1.198474e+18
4 112 3.595422e+18
4 113 -7.660477e+18
4 114 -4.534688e+18
4 115 4.842680e+18
4 116 -3.918705e+18
4 117 6.690629e+18
4 118 1.625143e+18
4 119 4.875428e+18
4 120 -3.820461e+18
4 121 6.985361e+18
4 122 2.509339e+18
4 123 7.528018e+18
4 124 4.137309e+18
4 125 -6.034816e+18
4 126 3.422953e+17
4 127 1.026886e+18
4 128 3.080657e+18
4 129 -9.204772e+18
4 130 -9.167572e+18
4 131 -9.055973e+18
4 132 -8.721175e+18
4 133 -7.716781e+18
4 134 -4.703598e+18
4 135 4.335951e+18
4 136 -5.438890e+18
4 137 2.130075e+18
4 138 6.390225e+18
4 139 7.239316e+17
4 140 2.171795e+18
4 141 6.515385e+18
4 142 1.099410e+18
4 143 3.298229e+18
4 144 -8.552057e+18
4 145 -7.209426e+18
4 146 -3.181535e+18
4 147 8.902138e+18
4 148 8.259670e+18
4 149 6.332267e+18
4 150 5.500560e+17
4 151 1.650168e+18
4 152 4.950504e+18
4 153 -3.595233e+18
4 154 7.661046e+18
4 155 4.536393e+18
4 156 -4.837565e+18
4 157 3.934050e+18
4 158 -6.644593e+18
4 159 -1.487036e+18
4 160 -4.461107e+18
4 161 5.063422e+18
4 162 -3.256478e+18
4 163 8.677311e+18
4 164 7.585189e+18
4 165 4.308823e+18
4 166 -5.520275e+18
4 167 1.885918e+18
4 168 5.657753e+18
4 169 -1.473484e+18
4 170 -4.420451e+18
4 171 5.185391e+18
4 172 -2.890572e+18
4 173 -8.671715e+18
4 174 -7.568402e+18
4 175 -4.258461e+18
4 176 5.671360e+18
4 177 -1.432663e+18
4 178 -4.297988e+18
4 179 5.552780e+18
4 180 -1.788403e+18
4 181 -5.365209e+18
4 182 2.351117e+18
4 183 7.053352e+18
4 184 2.713313e+18
4 185 8.139938e+18
4 186 5.973069e+18
4 187 -5.275373e+17
4 188 -1.582612e+18
4 189 -4.747835e+18
4 190 4.203238e+18
4 191 -5.837030e+18
4 192 9.356540e+17
4 193 2.806962e+18
4 194 8.420886e+18
4 195 6.815915e+18
4 196 2.001001e+18
4 197 6.003003e+18
4 198 -4.377353e+17
4 199 -1.313206e+18
4 200 -3.939618e+18
4 201 6.627890e+18
5 1 1.000000e+00
5 2 4.000000e+00
5 3 1.600000e+01
5 4 6.400000e+01
5 5 2.560000e+02
5 6 1.024000e+03
5 7 4.096000e+03
5 8 1.638400e+04
5 9 6.553600e+04
5 10 2.621440e+05
5 11 1.048576e+06
5 12 4.194304e+06
5 13 1.677722e+07
5 14 6.710886e+07
5 15 2.684355e+08
5 16 1.073742e+09
5 17 4.294967e+09
5 18 1.717987e+10
5 19 6.871948e+10
5 20 2.748779e+11
5 21 1.099512e+12
5 22 4.398047e+12
5 23 1.759219e+13
5 24 7.036874e+13
5 25 2.814750e+14
5 26 1.125900e+15
5 27 4.503600e+15
5 28 1.801440e+16
5 29 7.205759e+16
5 30 2.882304e+17
5 31 1.152922e+18
5 32 4.611686e+18
5 33 0.000000e+00
5 34 0.000000e+00
5 35 0.000000e+00
5 36 0.000000e+00
5 37 0.000000e+00
5 38 0.000000e+00
5 39 0.000000e+00
5 40 0.000000e+00
5 41 0.000000e+00
5 42 0.000000e+00
5 43 0.000000e+00
5 44 0.000000e+00
5 45 0.000000e+00
5 46 0.000000e+00
5 47 0.000000e+00
5 48 0.000000e+00
5 49 0.000000e+00
5 50 0.000000e+00
5 51 0.000000e+00
5 52 0.000000e+00
5 53 0.000000e+00
5 54 0.000000e+00
5 55 0.000000e+00
5 56 0.000000e+00
5 57 0.000000e+00
5 58 0.000000e+00
5 59 0.000000e+00
5 60 0.000000e+00
5 61 0.000000e+00
5 62 0.000000e+00
5 63 0.000000e+00
5 64 0.000000e+00
5 65 0.000000e+00
5 66 0.000000e+00
5 67 0.000000e+00
5 68 0.000000e+00
5 69 0.000000e+00
5 70 0.000000e+00
5 71 0.000000e+00
5 72 0.000000e+00
5 73 0.000000e+00
5 74 0.000000e+00
5 75 0.000000e+00
5 76 0.000000e+00
5 77 0.000000e+00
5 78 0.000000e+00
5 79 0.000000e+00
5 80 0.000000e+00
5 81 0.000000e+00
5 82 0.000000e+00
5 83 0.000000e+00
5 84 0.000000e+00
5 85 0.000000e+00
5 86 0.000000e+00
5 87 0.000000e+00
5 88 0.000000e+00
5 89 0.000000e+00
5 90 0.000000e+00
5 91 0.000000e+00
5 92 0.000000e+00
5 93 0.000000e+00
5 94 0.000000e+00
5 95 0.000000e+00
5 96 0.000000e+00
5 97 0.000000e+00
5 98 0.000000e+00
5 99 0.000000e+00
5 100 0.000000e+00
5 101 0.000000e+00
5 102 0.000000e+00
5 103 0.000000e+00
5 104 0.000000e+00
5 105 0.000000e+00
5 106 0.000000e+00
5 107 0.000000e+00
5 108 0.000000e+00
5 109 0.000000e+00
5 110 0.000000e+00
5 111 0.000000e+00
5 112 0.000000e+00
5 113 0.000000e+00
5 114 0.000000e+00
5 115 0.000000e+00
5 116 0.000000e+00
5 117 0.000000e+00
5 118 0.000000e+00
5 119 0.000000e+00
5 120 0.000000e+00
5 121 0.000000e+00
5 122 0.000000e+00
5 123 0.000000e+00
5 124 0.000000e+00
5 125 0.000000e+00
5 126 0.000000e+00
5 127 0.000000e+00
5 128 0.000000e+00
5 129 0.000000e+00
5 130 0.000000e+00
5 131 0.000000e+00
5 132 0.000000e+00
5 133 0.000000e+00
5 134 0.000000e+00
5 135 0.000000e+00
5 136 0.000000e+00
5 137 0.000000e+00
5 138 0.000000e+00
5 139 0.000000e+00
5 140 0.000000e+00
5 141 0.000000e+00
5 142 0.000000e+00
5 143 0.000000e+00
5 144 0.000000e+00
5 145 0.000000e+00
5 146 0.000000e+00
5 147 0.000000e+00
5 148 0.000000e+00
5 149 0.000000e+00
5 150 0.000000e+00
5 151 0.000000e+00
5 152 0.000000e+00
5 153 0.000000e+00
5 154 0.000000e+00
5 155 0.000000e+00
5 156 0.000000e+00
5 157 0.000000e+00
5 158 0.000000e+00
5 159 0.000000e+00
5 160 0.000000e+00
5 161 0.000000e+00
5 162 0.000000e+00
5 163 0.000000e+00
5 164 0.000000e+00
5 165 0.000000e+00
5 166 0.000000e+00
5 167 0.000000e+00
5 168 0.000000e+00
5 169 0.000000e+00
5 170 0.000000e+00
5 171 0.000000e+00
5 172 0.000000e+00
5 173 0.000000e+00
5 174 0.000000e+00
5 175 0.000000e+00
5 176 0.000000e+00
5 177 0.000000e+00
5 178 0.000000e+00
5 179 0.000000e+00
5 180 0.000000e+00
5 181 0.000000e+00
5 182 0.000000e+00
5 183 0.000000e+00
5 184 0.000000e+00
5 185 0.000000e+00
5 186 0.000000e+00
5 187 0.000000e+00
5 188 0.000000e+00
5 189 0.000000e+00
5 190 0.000000e+00
5 191 0.000000e+00
5 192 0.000000e+00
5 193 0.000000e+00
5 194 0.000000e+00
5 195 0.000000e+00
5 196 0.000000e+00
5 197 0.000000e+00
5 198 0.000000e+00
5 199 0.000000e+00
5 200 0.000000e+00
5 201 0.000000e+00
6 1 1.000000e+00
6 2 5.000000e+00
6 3 2.500000e+01
6 4 1.250000e+02
6 5 6.250000e+02
6 6 3.125000e+03
6 7 1.562500e+04
6 8 7.812500e+04
6 9 3.906250e+05
6 10 1.953125e+06
6 11 9.765625e+06
6 12 4.882812e+07
6 13 2.441406e+08
6 14 1.220703e+09
6 15 6.103516e+09
6 16 3.051758e+10
6 17 1.525879e+11
6 18 7.629395e+11
6 19 3.814697e+12
6 20 1.907349e+13
6 21 9.536743e+13
6 22 4.768372e+14
6 23 2.384186e+15
6 24 1.192093e+16
6 25 5.960464e+16
6 26 2.980232e+17
6 27 1.490116e+18
6 28 7.450581e+18
6 29 3.594148e+17
6 30 1.797074e+18
6 31 8.985371e+18
6 32 8.033367e+18
6 33 3.273344e+18
6 34 -2.080022e+18
6 35 8.046633e+18
6 36 3.339676e+18
6 37 -1.748364e+18
6 38 -8.741819e+18
6 39 -6.815605e+18
6 40 2.815462e+18
6 41 -4.369436e+18
6 42 -3.400438e+18
6 43 1.444555e+18
6 44 7.222773e+18
6 45 -7.796242e+17
6 46 -3.898121e+18
6 47 -1.043860e+18
6 48 -5.219301e+18
6 49 -7.649762e+18
6 50 -1.355319e+18
6 51 -6.776597e+18
6 52 3.010504e+18
6 53 -3.394226e+18
6 54 1.475612e+18
6 55 7.378062e+18
6 56 -3.178809e+15
6 57 -1.589404e+16
6 58 -7.947021e+16
6 59 -3.973511e+17
6 60 -1.986755e+18
6 61 8.512967e+18
6 62 5.671349e+18
6 63 -8.536743e+18
6 64 -5.790226e+18
6 65 7.942359e+18
6 66 2.818307e+18
6 67 -4.355211e+18
6 68 -3.329310e+18
6 69 1.800194e+18
6 70 9.000970e+18
6 71 8.111364e+18
6 72 3.663329e+18
6 73 -1.300966e+17
6 74 -6.504831e+17
6 75 -3.252416e+18
6 76 2.184666e+18
6 77 -7.523413e+18
6 78 -7.235790e+17
6 79 -3.617895e+18
6 80 3.572700e+17
6 81 1.786350e+18
6 82 8.931749e+18
6 83 7.765256e+18
6 84 1.932790e+18
6 85 -8.782795e+18
6 86 -7.020485e+18
6 87 1.791065e+18
6 88 8.955325e+18
6 89 7.883136e+18
6 90 2.522191e+18
6 91 -5.835791e+18
6 92 7.714531e+18
6 93 1.679169e+18
6 94 8.395846e+18
6 95 5.085743e+18
6 96 6.981970e+18
6 97 -1.983640e+18
6 98 8.528546e+18
6 99 5.749241e+18
6 100 -8.147285e+18
6 101 -3.842938e+18
6 102 -7.679463e+17
6 103 -3.839731e+18
6 104 -7.519123e+17
6 105 -3.759562e+18
6 106 -3.510647e+17
6 107 -1.755323e+18
6 108 -8.776617e+18
6 109 -6.989596e+18
6 110 1.945510e+18
6 111 -8.719195e+18
6 112 -6.702486e+18
6 113 3.381058e+18
6 114 -1.541455e+18
6 115 -7.707273e+18
6 116 -1.642877e+18
6 117 -8.214386e+18
6 118 -4.178443e+18
6 119 -2.445470e+18
6 120 6.219395e+18
6 121 -5.796515e+18
6 122 7.910912e+18
6 123 2.661071e+18
6 124 -5.141387e+18
6 125 -7.260192e+18
6 126 5.925287e+17
6 127 2.962643e+18
6 128 -3.633527e+18
6 129 2.791100e+17
6 130 1.395550e+18
6 131 6.977749e+18
6 132 -2.004742e+18
6 133 8.423032e+18
6 134 5.221674e+18
6 135 7.661627e+18
6 136 1.414648e+18
6 137 7.073241e+18
6 138 -1.527281e+18
6 139 -7.636406e+18
6 140 -1.288542e+18
6 141 -6.442710e+18
6 142 4.679936e+18
6 143 4.952935e+18
